# Time (seconds),Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z
0.0012499,9.095468606857123,-3.58380772000773,1.558097112190692,32.71984189492901,18.81404783818106,24.292805313223884
0.0112499,9.324686480544093,-3.6939083036731244,1.5227474292320735,34.40847735110042,18.80615099803059,24.72983188661374
0.0212499,9.424818421618154,-3.8212473095101394,1.609012148452695,34.11157293944807,18.120605958477036,25.279359110070423
0.0312498999999999,9.597289560859705,-3.9232779232710704,1.8018241762010787,32.742033181627264,17.4277552050782,25.683031135085304
0.0412499,9.70889094181456,-4.060423091629011,2.0013587004336486,30.84885360283885,16.816139843419958,25.172684296496698
0.0512499,9.652742176200963,-4.364198579690296,2.151758342535946,28.934346462466728,15.761114291491852,24.16636200212573
0.0612498999999999,9.544838599436082,-4.76245063999811,2.3199389021612316,27.060790312530965,14.113612832747984,22.855761304195354
0.0712499,9.428738766051758,-5.136597525459865,2.519570302602383,25.397830872689905,12.382933071201501,21.086721461315367
0.0812499,9.3422701490217,-5.434466002981883,2.630347033819739,23.945284741776316,10.279197818143006,18.747209802271765
0.0912499,9.344952688754962,-5.692227091753751,2.708423048207751,22.658427712635707,7.73422614682949,15.557036797895003
0.1012499,9.388971589738532,-5.930011112189022,2.873594391683768,21.806055768923546,5.409865201591676,11.943083531106456
0.1112499,9.430182051745295,-6.0408232273991755,3.0179958855867453,21.5238754291248,3.2344530749091254,8.253688819762226
0.1212499,9.50674122496304,-6.015111565693067,3.0550532386288314,21.023098635244086,1.3252583224887067,4.634699738915004
0.1312499,9.576383431344022,-5.9576972749258434,3.049016612883741,20.288554618396272,-0.5053782171225732,1.0954261020968468
0.1412499,9.605682156380999,-5.900277540933185,3.022975141765459,19.524768189457493,-2.2258026897285617,-1.9467364871845303
0.1512499,9.69006389467718,-5.769082296386873,2.9799602819962874,18.506812405194193,-3.4864237378171086,-4.421044778170906
0.1612499,9.79053918899264,-5.556552432201596,2.93042561192833,17.62507279441204,-4.334417636249969,-6.739995140630664
0.1712499,9.77907473992657,-5.329193385074262,2.841741913817613,16.244244232862123,-5.058271831121788,-8.965665351454776
0.1812499,9.689240078485811,-5.160146126820217,2.7069429965214624,14.229565244559431,-5.724008843628619,-10.635485308752129
0.1912499,9.600203288552795,-5.089289885352048,2.5941753327654546,12.101434000273102,-6.451636683280314,-11.745443554805119
0.2012499,9.494256281439649,-5.001996748322997,2.5105547251450004,9.579485084137653,-7.445766744321601,-12.624400313077214
0.2112499,9.405154100744358,-4.866201727375384,2.4198237986073017,6.678018278465613,-8.25023467350786,-13.380428923203521
0.2212499,9.276952725867536,-4.797107971203811,2.3111951617506907,2.824181525054802,-8.970782185022713,-13.932520547551002
0.2312499,9.1004093643632,-4.758600118825995,2.1871661472860926,-1.9940483548898764,-9.673679663092926,-14.198792531817192
0.2412499,8.999164028121381,-4.761143101357053,2.0693178913212313,-5.856091870340248,-10.353918613584012,-14.07697089853359
0.2512499,8.88922169418805,-4.749047750613231,1.9716917771850444,-9.208110260033093,-11.631527308491096,-13.639371311589263
0.2612499,8.797685649419266,-4.708388579882834,1.8668611395155086,-11.829985804970587,-12.775491018820796,-13.351367634405179
0.2712499,8.706600481426321,-4.686122963208672,1.6925485567570366,-14.189784185796206,-14.113573277058565,-13.334832454744443
0.2812499,8.67863368108958,-4.71431852335359,1.6278852318639894,-16.609461030367854,-15.323694488565758,-13.410848189279097
0.2912499,8.704910410364635,-4.715572439287535,1.7098369455287097,-18.77064143367798,-15.916841022166473,-13.278079978560676
0.3012499,8.62948398718088,-4.623255592706987,1.6679405140023749,-21.007265522567835,-16.264946281567283,-13.653229776509551
0.3112499,8.559195735592539,-4.47615907068989,1.5522540076624138,-23.49729749493263,-16.80236829142796,-14.758061116842091
